,princeton_positions,o_net_titles,similarity_score
1070,Content Initiatives Manager,Food Preparation Workers,0.0
1071,Omnichannel Manager,Food Preparation Workers,0.0
1072,Software developer,Software Developers,0.3456995877700511
1073,Staff Mechanical Engineering Team Leader,Mechanical Engineering Technologists and Technicians,0.4339977202571339
1074,Engineering Manager II,"Engineering Teachers, Postsecondary",0.36751404607697374
1075,Content Lead,Food Preparation Workers,0.0
1076,Product Business Analyst,"Business Teachers, Postsecondary",0.3248336839870985
1077,Counsel to the Deputy Attorney General,General and Operations Managers,0.2322314045899116
1078,Senior Software Engineer I,Software Developers,0.3643804869624574
1079,Senior Business Operations Analyst,"Business Operations Specialists, All Other",0.4747773384282413
1080,Product Lead,Demonstrators and Product Promoters,0.25248303638649755
1081,Epidemic Intelligence Service Officer,Intelligence Analysts,0.35819314504093286
1082,Area Scout,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.28329997297007625
1083,Senior Build Engineer,Food Preparation Workers,0.0
1084,Teaching Artist,"Teaching Assistants, Postsecondary",0.4033741892708101
1085,Quantitative Associate,Financial Quantitative Analysts,0.5210533356686305
1086,User Experience Product Manager,Computer User Support Specialists,0.353150853813949
1087,Administrative Aide,Administrative Services Managers,0.4029160733430692
1088,Deputy Inspector General,General and Operations Managers,0.30152977393197683
1089,Senior Researcher,Food Preparation Workers,0.0
1090,Associate Blogger,Food Preparation Workers,0.0
1091,Support Engineer,"Legal Support Workers, All Other",0.4477744584650478
1092,Software Dev Engineer,Software Developers,0.24551124588655296
1093,Behavior Therapist,Physical Therapist Assistants,0.3651062277052207
1094,Content & Program Operations Manager,Operations Research Analysts,0.26316148449028026
1095,Pediatric Resident,Pediatric Surgeons,0.5435930293473153
1096,Marketing Analytics Supervisor,Marketing Managers,0.32399487707015207
1097,Algo Developer Lead,Food Preparation Workers,0.0
1098,Diversity Scholars Postdoctoral Fellow,Food Preparation Workers,0.0
1099,Macro Business Manager,"Business Teachers, Postsecondary",0.24857280166266002
1100,Technical Artist,Technical Writers,0.36341825641003705
1101,Brand Finance Associate Manager,Food Preparation Workers,0.0
1102,Psychiatry Fellow,Food Preparation Workers,0.0
1103,Visiting Assistant Professor,Food Preparation Workers,0.0
1104,AAAS Congressional Science Policy Fellow,Food Science Technicians,0.1990358061216085
1105,Software And Automation Engineer,Software Developers,0.24680530116873542
1106,Elementary Support Teacher,"Special Education Teachers, Elementary School",0.3782159312822988
1107,Assistant Director of Admissions,First-Line Supervisors of Security Workers,0.13714697938248602
1108,Cashier,Food Preparation Workers,0.0
1109,Essay Editor,Food Preparation Workers,0.0
1110,Structural Design Engineer II,Structural Iron and Steel Workers,0.28459878441979236
1111,Asia Tech Correspondent,Food Preparation Workers,0.0
1112,Data journalist,Data Scientists,0.2975086150934222
1113,Rehabilitation Coach,Rehabilitation Counselors,0.5823135372411915
1114,Regional CEO,Urban and Regional Planners,0.33595459630107705
1115,Strategy & Operations Manager,Operations Research Analysts,0.32981805933633235
1116,Regulatory Analyst,Regulatory Affairs Managers,0.5736094376552611
1117,Consulting,Food Preparation Workers,0.0
1118,Compliance Associate,Compliance Managers,0.6549074330081514
1119,Global BD & Partnerships Lead,Food Preparation Workers,0.0
1120,Site Reliability Engineer,Brownfield Redevelopment Specialists and Site Managers,0.2620147511153558
1121,Usability Researcher,Food Preparation Workers,0.0
1122,Senior Reporter,Food Preparation Workers,0.0
1123,Deputy Program Manager,Food Preparation Workers,0.0
1124,PGY-4,Food Preparation Workers,0.0
1125,Strategy & Operations Program Manager,Operations Research Analysts,0.2779327141284098
1126,Recruitment Consultant,Food Preparation Workers,0.0
1127,Worldwide Procurement Analyst,Procurement Clerks,0.5094141512712266
1128,Senior Systems Software Engineer,Computer Systems Analysts,0.33887475458726657
1129,Senior Geoscientist,Food Preparation Workers,0.0
1130,Senior Nuclear Project Engineer,Nuclear Technicians,0.5790316363228823
1131,Fundamental Research Analyst,Operations Research Analysts,0.17792396157340942
1132,Product Manager,Demonstrators and Product Promoters,0.281700243350653
1133,Product Operations Manager,Operations Research Analysts,0.33878322475986367
1134,Data Scientist III,Data Scientists,0.29456225974238875
1135,Chief Medical Scribe,Medical Assistants,0.3384209155737901
1136,Battalion Assistant Operations Officer,Operations Research Analysts,0.2179663206279144
1137,Assistant Public Defender,Public Relations Managers,0.33099229516383416
1138,Associate Marketing Manager,Marketing Managers,0.4746147779192992
1139,Policy Specialist,Climate Change Policy Analysts,0.2966150758973236
1140,Sales Operations Manager,Sales Managers,0.4572585887834472
1141,Lead Material Scientist,"Material Moving Workers, All Other",0.3870098568861475
1142,Technical Solutions Consultant,Technical Writers,0.3193562152741381
1143,Senior Security Consultant,Security Managers,0.5470062303702963
1144,External Relations Operations Manager,Public Relations Managers,0.34787501336232657
1145,DMD Candidate,Food Preparation Workers,0.0
1146,Technical Researcher,Technical Writers,0.39412334532585674
1147,Co-Editor-in-Chief,Chief Executives,0.21844112985149508
1148,Sales Operations Associate,Sales Managers,0.4473056282978039
1149,Technology Associate,Information Technology Project Managers,0.44792625051339807
1150,Hardware Engineer Lead,Computer Hardware Engineers,0.4936666906968134
1151,Development Officer,Training and Development Managers,0.3081679883180263
1152,Named Visiting Assistant Professor,Food Preparation Workers,0.0
1153,Visiting Policy Associate,Climate Change Policy Analysts,0.23010197845509878
1154,Director of Finance,First-Line Supervisors of Security Workers,0.16346383813471974
1155,Senior Associate Advisory,Food Preparation Workers,0.0
1156,Quality Systems Specialist,Quality Control Systems Managers,0.6145559870461732
1157,Healthcare Manager,Healthcare Social Workers,0.5976873561069241
1158,Veterinary Specialist,Veterinary Technologists and Technicians,0.5734744565540509
1159,Lead Associate,Food Preparation Workers,0.0
1160,Pediatric Cardiologist Research Assistant,Pediatric Surgeons,0.3881516159694563
1161,Future Trainee Solicitor,Food Preparation Workers,0.0
1162,Workday Consultant,Food Preparation Workers,0.0
1163,MS Candidate,Food Preparation Workers,0.0
1164,Research Manager,Operations Research Analysts,0.35526480284501205
1165,Assistant Attorney,Food Preparation Workers,0.0
1166,Software Consultant,Software Developers,0.3727166694123791
1167,Machine Learning Engineer I,Sewing Machine Operators,0.2825905938861408
1168,Business Development Representative Manager,"Business Teachers, Postsecondary",0.24787309968246193
1169,KIPAC Postdoctoral Fellow,Food Preparation Workers,0.0
1170,Data Associate,Data Scientists,0.45885381453201907
1171,Data Analyst III,Data Scientists,0.3114016474379722
1172,Bioprocess Engineer,Food Preparation Workers,0.0
1173,Principal Engineer,Food Preparation Workers,0.0
1174,Private Equity Analyst,Private Detectives and Investigators,0.323742248916138
1175,Bilingual Teacher,Food Preparation Workers,0.0
1176,Structural Engineering,Structural Iron and Steel Workers,0.35778216309796723
1177,Senior Program Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.16324090665220262
1178,Structuring Associate,Food Preparation Workers,0.0
1179,History Instructor,"History Teachers, Postsecondary",0.5449917628725333
1180,Development Group Leader,Exercise Trainers and Group Fitness Instructors,0.24568058686757607
1181,Exploratory Research Lead,Operations Research Analysts,0.1756218222301174
1182,Senior Account Services Lead,Administrative Services Managers,0.3610015082447738
1183,Senior Appellate Counsel,Food Preparation Workers,0.0
1184,Growth and Operations Associate,General and Operations Managers,0.36167090357037035
1185,Commercial Real Estate Underwriter,Real Estate Brokers,0.5191706942545051
1186,Research Technician B,Operations Research Analysts,0.23583956491890545
1187,UX Designer,Food Preparation Workers,0.0
1188,Special Assistant to the CEO,Special Forces,0.24270826338187287
1189,Commissioner,Food Preparation Workers,0.0
1190,Student Coordinator,Food Preparation Workers,0.0
1191,Attending Psychiatrist,Food Preparation Workers,0.0
1192,Orchestra Director,Food Preparation Workers,0.0
1193,Core Lecturer,Food Preparation Workers,0.0
1194,Senior Growth Marketing Manager,Marketing Managers,0.36206123118626893
1195,Community & Insights Associate,Community Health Workers,0.40230813353891387
1196,Senior Solutions Architect,Food Preparation Workers,0.0
1197,Tax Senior,Tax Preparers,0.5905610190450348
1198,Downtown Development Director,Training and Development Managers,0.19231444842928636
1199,Press Secretary,Printing Press Operators,0.45600637394457244
1200,Senior Procurement Analyst,Procurement Clerks,0.6665977723437851
1201,Junior Story Producer,Food Preparation Workers,0.0
1202,Registered Psychotherapist,Registered Nurses,0.47733798510515846
1203,District Public Information Specialist,Information Security Engineers,0.3092730136128143
1204,Regional Sales Manager,Sales Managers,0.4007092685423863
1205,Field Organizer,Food Preparation Workers,0.0
1206,Institutional Equity Associate,Food Preparation Workers,0.0
1207,Technical Staff,Technical Writers,0.41182986961638657
1208,Corporate Lawyer,Food Preparation Workers,0.0
1209,Research and Analysis Assistant,"Compensation, Benefits, and Job Analysis Specialists",0.3761728436100446
1210,Global Sales Transformation Leader,Sales Managers,0.2746180571925136
1211,AI and Data Product specialist,Data Scientists,0.2478496562082201
1212,Senior Enterprise Client Solutions Manager,Food Preparation Workers,0.0
1213,Director of Acquisitions,First-Line Supervisors of Security Workers,0.1474430526779001
1214,Senior Hardware Engineer,Computer Hardware Engineers,0.5171871974489086
1215,Administrative Director,Administrative Services Managers,0.5240296998654124
1216,8th Grade Counselor,Food Preparation Workers,0.0
1217,Lead Android Engineer,Food Preparation Workers,0.0
1218,Content Author,Food Preparation Workers,0.0
1219,Media Research Lead,Media Technical Directors/Managers,0.39635685256649383
1220,MPhil Student,Food Preparation Workers,0.0
1221,Curator,Food Preparation Workers,0.0
1222,Senior Health Analyst,Community Health Workers,0.43721666798441866
1223,Life Sciences Consultant,Natural Sciences Managers,0.39735880763364534
1224,Chief Architect,Chief Executives,0.3252834041936968
1225,Research Specialist,Operations Research Analysts,0.29758126136994495
1226,MD-PhD student,Food Preparation Workers,0.0
1227,Grants Management Specialist,Management Analysts,0.3666929299507283
1228,Assistant Program Director,Food Preparation Workers,0.0
1229,Lead Climate Risk Advisor,Financial Risk Specialists,0.3429759048638423
1230,Senior Data Scientist II,Data Scientists,0.29816150833316946
1231,Senior Product Engineer,Demonstrators and Product Promoters,0.23625573678513961
1232,Development Manager,Training and Development Managers,0.36146208027033067
1233,Deployment Engineer,Food Preparation Workers,0.0
1234,Doctor of Medicine,Nuclear Medicine Technologists,0.3304970284744844
1235,Corporate Student,Food Preparation Workers,0.0
1236,Pulmonologist,Food Preparation Workers,0.0
1237,Marketplace Strategy and Operations Manager,General and Operations Managers,0.2795635440288426
1238,Senior Salesforce Consultant,Food Preparation Workers,0.0
1239,Veterinarian,Food Preparation Workers,0.0
1240,Catering Coordinator,Food Preparation Workers,0.0
1241,Research Project Associate,Project Management Specialists,0.36601458803662906
1242,Associate Operations Manager,Operations Research Analysts,0.3686653688519756
1243,Data Consultant,Data Scientists,0.41093506763544696
1244,Gruber Fellow,Food Preparation Workers,0.0
1245,Asset and Transaction Manager,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.109057592800362
1246,Proofreader,Food Preparation Workers,0.0
1247,Product Marketing Lead,Marketing Managers,0.40971258678375033
1248,Agent Assistant,Food Preparation Workers,0.0
1249,Data Specialist,Data Scientists,0.40992879143529054
1250,Registered Architect,Registered Nurses,0.5470942396453659
1251,Visiting Researcher,Food Preparation Workers,0.0
1252,Digital Marketing Consultant,Marketing Managers,0.36868032820559166
1253,Social Emotional Learning Virtual Facilitator,Healthcare Social Workers,0.1999070547265273
1254,Astrodynamics and Control Systems Analyst,Quality Control Systems Managers,0.4767240094938051
1255,Tour Guide,Tour Guides and Escorts,0.3930205828914632
1256,Strategic Client Success Associate,Food Preparation Workers,0.0
1257,RIA Market Leader,Market Research Analysts and Marketing Specialists,0.24421235150668993
1258,Manager of Strategy & Growth,First-Line Supervisors of Security Workers,0.1451354663295068
1259,Leadership Advisory Specialist,Food Preparation Workers,0.0
1260,Project Lead,Project Management Specialists,0.4108952419609965
1261,Key Account Director,Bill and Account Collectors,0.20864945606253288
1262,Dermatology Resident,Food Preparation Workers,0.0
1263,Adjunct teacher,Food Preparation Workers,0.0
1264,Junior Assistant Resident,Food Preparation Workers,0.0
1265,Senior machine learning system engineer,"Plant and System Operators, All Other",0.288590153992877
1266,Private Wealth Analyst,Private Detectives and Investigators,0.29787214263088635
1267,Director of Product Management,Management Analysts,0.40895554464694867
1268,Rector,Food Preparation Workers,0.0
1269,?Dermatologist,Food Preparation Workers,0.0
1270,Director of Sales,Sales Managers,0.4451215234245231
1271,Pediatric Anesthesiologist,Anesthesiologist Assistants,0.589945145822805
1272,Photographer,Food Preparation Workers,0.0
1273,Postdoctoral Researcher,Food Preparation Workers,0.0
1274,PGY-6 Chief Resident,Chief Executives,0.2576977139402233
1275,Director of Workday Innovation Services,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0.3266908817044664
1276,Group Chief Executive Officer,Executive Secretaries and Executive Administrative Assistants,0.29451762454654024
1277,Lead Data Analyst,Data Scientists,0.3644659103051225
1278,Senior Marketing Coordinator,Marketing Managers,0.4325124462112818
1279,Stunt Actor,Food Preparation Workers,0.0
1280,Toxics and Plastics Campaigner,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.09094996474581966
1281,Head of Voice,Chefs and Head Cooks,0.21521173857160533
1282,Human Capital Consultant,Human Resources Managers,0.3487379333237861
1283,Higher Education Consulting Senior Analyst,"Education Teachers, Postsecondary",0.26077820433038984
1284,Freelance Copywriter,Food Preparation Workers,0.0
1285,Quality Engineer,Quality Control Analysts,0.48484845163862794
1286,Associate Technical Engagement Manager,Technical Writers,0.31041332491724943
1287,Co-Chair,Food Preparation Workers,0.0
1288,Marketing Consultant,Marketing Managers,0.4835161824771591
1289,Domain Expert,Food Preparation Workers,0.0
1290,Content Creator,Food Preparation Workers,0.0
1291,Principal Research Scientist,Operations Research Analysts,0.21996009969794866
1292,Director,Food Preparation Workers,0.0
1293,Enterprise Risk Manager,Financial Risk Specialists,0.41700721671641455
1294,Senior Equity Research Associate,Operations Research Analysts,0.2091009439339265
1295,Software Development Manager III,Software Developers,0.25874949937048003
1296,Android Engineer,Food Preparation Workers,0.0
1297,Medical Science Liaison,Medical Assistants,0.3453893609053628
1298,Cardiology Fellow,Food Preparation Workers,0.0
1299,Healthcare Investment Banking Associate,Healthcare Social Workers,0.3857879053555222
1300,Business Operations Analyst,"Business Operations Specialists, All Other",0.5158390950340568
1301,Venture Lead,Food Preparation Workers,0.0
1302,Dean,Food Preparation Workers,0.0
1303,Securitized Products Trader,"Graders and Sorters, Agricultural Products",0.25856292577148837
1304,Assistant Concertmaster,Food Preparation Workers,0.0
1305,Voice Over Artist,Food Preparation Workers,0.0
1306,Social Science Research Analyst,Social Science Research Assistants,0.7535372451921429
1307,Product Management,Management Analysts,0.5250157044126053
1308,Executive Associate,Executive Secretaries and Executive Administrative Assistants,0.5138319770483172
1309,Campaign Coordinator,Food Preparation Workers,0.0
1310,Security Software Engineer II,Security Managers,0.4586618103566407
1311,CX Insights Researcher,Food Preparation Workers,0.0
1312,Information Management Officer,Management Analysts,0.3972851022552394
1313,Second Violin,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.17626638850443999
1314,Denver Recruiting Director,Food Preparation Workers,0.0
1315,Account Executive,Executive Secretaries and Executive Administrative Assistants,0.42691367096132465
1316,Pain Medicine Physician,Physician Assistants,0.3539647566944318
1317,Senior Account Manager,Bill and Account Collectors,0.31331883594554766
1318,Principal and General Counsel,General and Operations Managers,0.4255598521345132
1319,Lecturer,Food Preparation Workers,0.0
1320,Corporate Communications Lead,"Communications Teachers, Postsecondary",0.3482351616312848
1321,Planner II,Food Preparation Workers,0.0
1322,Internal Medicine Specialist,General Internal Medicine Physicians,0.6340710965103753
1323,Multimedia Producer,Food Preparation Workers,0.0
1324,Marriage and Family Therapist,Marriage and Family Therapists,0.7249636257222803
1325,Internal Medicine Resident Physician,General Internal Medicine Physicians,0.5346833037282022
1326,Operating Executive,Operating Engineers and Other Construction Equipment Operators,0.4071619473568138
1327,Associate Policy Researcher,Climate Change Policy Analysts,0.24920601039235765
1328,Senior Launch Manager,Aircraft Launch and Recovery Specialists,0.43984920050146886
1329,Principal Investor,Food Preparation Workers,0.0
1330,Credit Analyst,Credit Analysts,0.6139482644833633
1331,National Director,Food Preparation Workers,0.0
1332,Senior Intelligence Officer,Intelligence Analysts,0.5280218014657772
1333,Localization Design Consultant,Food Preparation Workers,0.0
1334,Senior Lead Program Manager,Food Preparation Workers,0.0
1335,Clinical Research Analyst,Clinical Research Coordinators,0.5651563215353919
1336,Financial Analyst II,Financial Managers,0.5074203182510776
1337,Senior Business Development Analyst,"Business Teachers, Postsecondary",0.2968985938487249
1338,Freight Associate,Freight Forwarders,0.6064320721067639
1339,Biotech investor,Food Preparation Workers,0.0
1340,Workday Associate Manager,Food Preparation Workers,0.0
1341,Clinical Psychology Research Fellow,"Psychology Teachers, Postsecondary",0.45890413009777
1342,Legal Counsel,"Legal Support Workers, All Other",0.3415571283145074
1343,Software Engineer P3,Software Developers,0.23809749702292013
1344,Associate Program Coordinator,Food Preparation Workers,0.0
1345,Treasury Analyst,Food Preparation Workers,0.0
1346,International Strategist,Food Preparation Workers,0.0
1347,Program Director,Food Preparation Workers,0.0
1348,Engineering Director,"Engineering Teachers, Postsecondary",0.4367524179026299
1349,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgeons,0.7278239485525886
1350,Seasonal Support Associate,"Legal Support Workers, All Other",0.2872817383377342
1351,Program Assistant,Food Preparation Workers,0.0
1352,Video Producer,Audio and Video Technicians,0.4694568160734217
1353,Integrated Marketing Manager,Marketing Managers,0.3288237554600436
1354,Medical Scribe,Medical Assistants,0.3810935022291105
1355,Visiting fellowship,Food Preparation Workers,0.0
1356,Editorial Director,Food Preparation Workers,0.0
1357,Control Engineer,Animal Control Workers,0.5223889016880321
1358,Research Health Scientist,Community Health Workers,0.3918874886382532
1359,Graduate Student Affiliate,Food Preparation Workers,0.0
1360,Strategy & Operations Lead,Operations Research Analysts,0.3094882789343981
1361,Executive Assistant,Executive Secretaries and Executive Administrative Assistants,0.48810798457483673
1362,Area Manager,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.37417856743926076
1363,Planning Director,"Production, Planning, and Expediting Clerks",0.3824593231299982
1364,Business Development Account Manager,"Business Teachers, Postsecondary",0.2713955095279975
1365,Community Development Coordinator,Community Health Workers,0.4287938896450689
1366,Senior Member Of Technical Staff,Technical Writers,0.26809403052339736
1367,Senior Technical Editor,Technical Writers,0.3640604813529934
1368,Mid Market Account Executive,Executive Secretaries and Executive Administrative Assistants,0.24443762172589714
1369,English Teaching Assistant,"Teaching Assistants, Postsecondary",0.3590094903673599
1370,Lead Data Science Engineer,Food Science Technicians,0.3199098831949829
1371,Strategic Partnerships Manager,Food Preparation Workers,0.0
1372,Second Grade Bilingual Teacher,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.13997533024381692
1373,Applied Scientist II,Food Preparation Workers,0.0
1374,Private Debt and Equity Senior Analyst,Private Detectives and Investigators,0.2807871464306383
1375,Project 55 Fellow,Project Management Specialists,0.24936584773488574
1376,Orthopedic Surgery Resident,"Orthopedic Surgeons, Except Pediatric",0.36181025104742087
1377,Investment Advisor,Financial and Investment Analysts,0.3618751582716962
1378,Senior Photonics Architect,Photonics Technicians,0.6374023705076862
1379,Creative Content Producer,"Poets, Lyricists and Creative Writers",0.25930175850685244
1380,Litigation Attorney,Food Preparation Workers,0.0
1381,Director I,Food Preparation Workers,0.0
1382,Research Editor,Operations Research Analysts,0.27241013732094554
1383,Interventionist,Food Preparation Workers,0.0
1384,Office and Communications Manager,"Office Clerks, General",0.4192590208654531
1385,Associate Technical Staff,Technical Writers,0.36894863794441585
1386,Transportation Analyst,Transportation Engineers,0.667413916967452
1387,Teacher of Writing,First-Line Supervisors of Security Workers,0.1403526468863838
1388,Solution Consultant,Food Preparation Workers,0.0
1389,Senior Solutions Engineer,Food Preparation Workers,0.0
1390,Administrative Associate,Administrative Services Managers,0.5431082358119803
1391,Senior Salesforce Developer,Food Preparation Workers,0.0
1392,Business Operations & Product Strategy,"Business Operations Specialists, All Other",0.4212272220307962
1393,Film Writer,Film and Video Editors,0.4227818428338948
1394,Lead Analyst,Food Preparation Workers,0.0
1395,Coastal Planner,Food Preparation Workers,0.0
1396,Senior Strategy Advisor,Food Preparation Workers,0.0
1397,Documentary Filmmaker,Food Preparation Workers,0.0
1398,Business Operations Lead,"Business Operations Specialists, All Other",0.5042896423412032
1399,Deputy Solicitor General,General and Operations Managers,0.3140032476180814
1400,USD Swaps Trading Analyst,Food Preparation Workers,0.0
1401,Research Program Coordinator,Operations Research Analysts,0.2343859072195384
1402,Master,Food Preparation Workers,0.0
1403,Podcast Consultant,Food Preparation Workers,0.0
1404,Development Writer,Training and Development Managers,0.2763433106612734
1405,Strategic Finance Senior Lead,Food Preparation Workers,0.0
1406,Associate Product Marketing Manager,Marketing Managers,0.3938879117640117
1407,Research Marine Biologist,Marine Engineers and Naval Architects,0.3293419857445786
1408,Assistant City Prosecutor,Food Preparation Workers,0.0
1409,Principal Investigator,Food Preparation Workers,0.0
1410,Compliance Director,Compliance Managers,0.6309220187857822
1411,Web Modernization Lead,Web Administrators,0.40678388310756064
1412,New Cities Expansion/Fundraising Advisor,Fundraising Managers,0.40939320909316385
1413,Associate Intern,Food Preparation Workers,0.0
1414,Operations Research Analyst,Operations Research Analysts,0.5883249918484217
1415,Affiliated Lecturer,Food Preparation Workers,0.0
1416,Co-General Manager,General and Operations Managers,0.3983928805673804
1417,Research Analyst I,Operations Research Analysts,0.32664567431319297
1418,Product Marketing Manager II,Marketing Managers,0.36258850073183335
1419,Sommelier,Food Preparation Workers,0.0
1420,Proposal and Capture Strategist,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.09977455014840748
1421,Senior Platform Associate,Food Preparation Workers,0.0
1422,Design Engineer,Food Preparation Workers,0.0
1423,Senior Media Coordinator,Media Technical Directors/Managers,0.4009282921147284
1424,Software Engineering Vice President,"Engineering Teachers, Postsecondary",0.26712555608286837
1425,Writing & Essay Specialist,Food Preparation Workers,0.0
1426,Professional Musician,Food Preparation Workers,0.0
1427,Personal Lead,Personal Financial Advisors,0.49748051412167266
1428,Project Manager Walzwerk,Project Management Specialists,0.25847356623878176
1429,Marketing Coordinator,Marketing Managers,0.48162996374710837
1430,Human Resources Manager,Human Resources Managers,0.8070566094294114
1431,Freelance Digital Artist,Digital Forensics Analysts,0.25562351764108504
1432,Coordinator,Food Preparation Workers,0.0
1433,News and Features Editor,"News Analysts, Reporters, and Journalists",0.3104037824667992
1434,Vital Program Manager,Food Preparation Workers,0.0
1435,Science Payload Uplink Lead,Food Science Technicians,0.20523636898434205
1436,Design Program Manager,Food Preparation Workers,0.0
1437,Teaching Faculty,"Teaching Assistants, Postsecondary",0.40188162676901784
1438,Office Assistant,"Office Clerks, General",0.52223637852481
1439,Chief of Service,First-Line Supervisors of Personal Service Workers,0.37560374277155517
1440,Biomechanical Design Lead,Food Preparation Workers,0.0
1441,Service and Safety Agent,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.44023253471615253
1442,Legal Associate,"Legal Support Workers, All Other",0.4200132022469531
1443,Policy Research Assistant,Climate Change Policy Analysts,0.2672271222705691
1444,Media Director,Media Technical Directors/Managers,0.45081384264635194
1445,Corporate Governance Counsel,Food Preparation Workers,0.0
1446,Senior Specialist,Food Preparation Workers,0.0
1447,Associate Corporate Counsel,Food Preparation Workers,0.0
1448,Process Engineer,Photographic Process Workers and Processing Machine Operators,0.36924967868852226
1449,Predoctoral Fellow,Food Preparation Workers,0.0
1450,Operations,Operations Research Analysts,0.5257466549468229
1451,Backend Software Engineer,Software Developers,0.26733663532246127
1452,Licensed architect,Licensed Practical and Licensed Vocational Nurses,0.5468580272594449
1453,Corps Member,Food Preparation Workers,0.0
1454,Digital Consultant,Digital Forensics Analysts,0.3629047434178567
1455,Chief Compliance Officer,Compliance Managers,0.5076541947193782
1456,Growth Associate,Food Preparation Workers,0.0
1457,Assistant Chancellor,Food Preparation Workers,0.0
1458,Sports Medicine Fellow,Sports Medicine Physicians,0.720446136767472
1459,Lighting Designer,Lighting Technicians,0.6691014333365594
1460,Senior Insurance Regulatory Policy Analyst,Insurance Claims and Policy Processing Clerks,0.39628814559334785
1461,GPE KIX Regional Hub Manager,Urban and Regional Planners,0.18683720973143642
1462,ORISE Postdoctoral Researcher,Food Preparation Workers,0.0
1463,Formal Verification Researcher,Food Preparation Workers,0.0
1464,Associate Advisor,Food Preparation Workers,0.0
1465,Director of Membership,First-Line Supervisors of Security Workers,0.13958567675571537
1466,Data and Evaluation Manager,Data Scientists,0.27068280035926406
1467,Research Services Manager,Administrative Services Managers,0.4427098560608556
1468,Events and Communications Executive,Executive Secretaries and Executive Administrative Assistants,0.3394035909996628
1469,Impact Finance Senior Associate,Food Preparation Workers,0.0
1470,Business Strategy Manager,"Business Teachers, Postsecondary",0.3302098557735639
1471,Game Writer,Video Game Designers,0.4665453366468534
1472,Market Operations Manager,Market Research Analysts and Marketing Specialists,0.3540515629254487
1473,Financial Due Diligence & Advisory Senior Associate,Financial Managers,0.2696885241802595
1474,Pre-Doctoral Fellow,Food Preparation Workers,0.0
1475,Web Content Manager,Web Administrators,0.5032951634902488
1476,NSF Postdoctoral Research Fellow,Operations Research Analysts,0.16375148268760717
1477,Revenue Operations Manager,"Tax Examiners and Collectors, and Revenue Agents",0.3100778737273297
1478,Nephrologist,Food Preparation Workers,0.0
1479,Scientific Advisor,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.2709273137035373
1480,Electrochemical Engineer,Food Preparation Workers,0.0
1481,Sustainability Consultant,Sustainability Specialists,0.6510425049069217
1482,Founder Fellow,Food Preparation Workers,0.0
1483,Neonatal Advanced Practice Provider,Advanced Practice Psychiatric Nurses,0.4467781826748706
1484,Lead Engineer,Food Preparation Workers,0.0
1485,Petroleum Engineer,Petroleum Engineers,0.7475838257727849
1486,Studio Assistant,Food Preparation Workers,0.0
1487,Mathematics Teacher,Food Preparation Workers,0.0
1488,College Applications Tutor,Food Preparation Workers,0.0
1489,Developer Advocate,Food Preparation Workers,0.0
1490,Senior Software Developer,Software Developers,0.31469402748257297
1491,Head of Trading,Chefs and Head Cooks,0.23225711250338651
1492,Global Assistant Vice President,Food Preparation Workers,0.0
1493,Archival Associate Producer,Food Preparation Workers,0.0
1494,Group Fitness Instructor,Exercise Trainers and Group Fitness Instructors,0.5013750721405579
1495,Master of Philosophy,"Philosophy and Religion Teachers, Postsecondary",0.3858038149383702
1496,President,Food Preparation Workers,0.0
1497,Essay Coach,Food Preparation Workers,0.0
1498,Associate Program Officer,"Military Officer Special and Tactical Operations Leaders, All Other",0.16053870113701801
1499,Senior Program Director,Food Preparation Workers,0.0
1500,Teammate,Food Preparation Workers,0.0
1501,Digital Producer,Digital Forensics Analysts,0.3259011698560466
1502,Design strategist,Food Preparation Workers,0.0
1503,Writers' Assistant,Technical Writers,0.7172346280812713
1504,Senior Business Associate,"Business Teachers, Postsecondary",0.36548379639610856
1505,Residency,Food Preparation Workers,0.0
1506,Chief of Staff,Chief Executives,0.30393633505154555
1507,Attorney Development Manager,Training and Development Managers,0.25436824955516474
1508,Management Executive,Management Analysts,0.5078029576683676
1509,Client Business Executive,Executive Secretaries and Executive Administrative Assistants,0.340348352329281
1510,Staff Software Automation Engineer,Software Developers,0.23001509947595059
1511,Business Operations Director,"Business Operations Specialists, All Other",0.5082442482752267
1512,Assistant Inspector General,General and Operations Managers,0.3218924959681969
1513,Project Analyst,Project Management Specialists,0.4246795020463239
1514,Senior Project Director,Project Management Specialists,0.37103717308630507
1515,Twelfth Grade Dean,Food Preparation Workers,0.0
1516,Studio Manager,Food Preparation Workers,0.0
1517,Corporate Strategy Associate,Food Preparation Workers,0.0
